Key	Value
重量：{0}斤	Trọng lượng: {0} Cân
重量：不值一提	Trọng lượng: Không đáng giá nhắc tới
精怪 ·	Tinh quái ·
傀儡	Khôi lỗi
<font color=#D06508>[原材料]</font>\n{0}\n	<font color=#D06508>[ Nguyên vật liệu ]</font>\n{0}\n
<font color=#D06508>[傀 儡]</font>\n	<font color=#D06508>[ Khôi Lỗi ]</font>\n
主人：{0}\n	Chủ nhân: {0}\n
耐久：{0:F0}/{1:F0}\n	Bền bỉ: {0:F0}/{1:F0}\n
移动速度：{0:F1}米/秒\n	Tốc độ di chuyển: {0:F1} Mét / Giây \n
<font color=#D06508>[建 筑]</font>	<font color=#D06508>[ Xây Trúc ]</font>
[color=#00FF00](风水建筑)[/color]	[color=#00FF00]( Phong thuỷ kiến trúc )[/color]
\n燃料剩余: {0:F0}秒	\n Nhiên liệu còn thừa: {0:F0} Giây
\n水量: {0}	\n Lượng nước: {0}
\n香火值: {0:F2}	\n Hương hỏa giá trị: {0:F2}
\n拥有者: {0}	\n Người sở hữu: {0}
\n所属工作: {0}	\n Sở thuộc công việc: {0}
\n[color=#D06508](灵兽雕像)[/color]	\n[color=#D06508]( Linh thú pho tượng )[/color]
\n重生进度：{0}/{1}	\n Trùng sinh tiến độ: {0}/{1}
\n等待激活	\n Chờ đợi kích hoạt
<font color=#00FF00>可选中</font>\n	<font color=#00FF00> Có thể chọn bên trong </font>\n
<font color=#FF0000>不可选中</font>\n	<font color=#FF0000> Không thể chọn trúng </font>\n
(成长中)	( Trưởng thành bên trong )
(被收获)	( Bị thu hoạch )
(已成熟)	( Đã thành quen )
(成熟中)	( Thành thục bên trong )
(凋谢中)	( Héo tàn bên trong )
(被烧毁)	( Bị thiêu hủy )
(生长停止)	( Sinh trưởng đình chỉ )
<font color=#D06508>[植物]</font>\n生长效率:{0:N1}%	<font color=#D06508>[ Thực vật ]</font>\n Sinh trưởng hiệu suất:\n{0:N1}%
\n生长百分比:{0:N1}%	\n Sinh trưởng tỉ lệ phần trăm:\n{0:N1}%
\n成熟百分比:{0:N1}%\n	\n Thành thục tỉ lệ phần trăm:\n{0:N1}%\n
矿石	Khoáng thạch
物体	Vật thể
\n\n<font color=#D06508>[灵植]</font>\n{9}：{10:N2}%\n灵煞趋势：{8}{0:N2}/天\n　蕴养加成：{1}\n　天气加成：{2}\n　季节加成：{3}\n　五行加成：{4}\n　交感加成：{5}\n\n当前状态：{6}\n　{7}\n	\n\n<font color=#D06508>[ Linh thực ]</font>\n{9}: {10:N2}%\n Linh sát xu thế: {8}{0:N2}/ Trời \n Uẩn dưỡng tăng thêm: {1}\n Thời tiết tăng thêm: {2}\n Mùa tăng thêm: {3}\n Ngũ Hành tăng thêm: {4}\n Giao cảm tăng thêm: {5}\n\n Trước mắt trạng thái: {6}\n {7}\n
当前灵性	Trước mắt linh tính
当前煞性	Trước mắt sát tính
范围：{0}	Phạm vi: {0}
腐朽中({0})	Mục nát sau ({0})
{0}后开始腐朽	{0} Sau bắt đầu mục nát
<font color=#00FF00>可选中</font>	<font color=#00FF00> Có thể chọn bên trong </font>
<font color=#FF0000>不可选中</font>	<font color=#FF0000> Không thể chọn trúng </font>
<font color=#00FF00>[绑定：{0}]</font>\n	<font color=#00FF00>[ Khóa lại: {0}]</font>\n
幽淬次数：{0}次\n	U tôi số lần: {0} Lần \n
道淬次数：{0}次\n	Đạo tôi số lần: {0} Lần \n
灵淬次数：{0}次\n	Linh tôi số lần: {0} Lần \n
<font color=#888888>(无风水)</font>	<font color=#888888>( Không gió nước )</font>
<font color=#00FF00>(契合)</font>	<font color=#00FF00>( Phù hợp )</font>
<font color=#FF0000>(不合)</font>	<font color=#FF0000>( Không hợp )</font>
<font color=#888888>(房间外无效)</font>	<font color=#888888>( Bên ngoài gian phòng vô hiệu )</font>
<font color=#D06508>[通灵镇物]{0}</font>\n	<font color=#D06508>[ Thông linh trấn vật ]{0}</font>\n
(未鉴定)\n	( Chưa giám định )\n
<font color=#D06508>[装备]</font>\n	<font color=#D06508>[ Trang bị ]</font>\n
<font color=#00FF00>[仅{0}可装备]</font>\n	<font color=#00FF00>[ Vẻn vẹn {0} Nhưng trang bị ]</font>\n
伤害强度：{0:N1}\n	Tổn thương cường độ: {0:N1}\n
攻击速度：{0:N2}次/秒\n	Tốc độ công kích: {0:N2} Lần / Giây \n
攻击距离：{0:N2}米\n	Công kích khoảng cách: {0:N2} Mét \n
护盾转化加成：{0:N3}/点\n	Hộ thuẫn chuyển hóa tăng thêm: {0:N3}/ Điểm \n
最适温度上限：{1}[temperature]{0:N2}[/temperature]\n	Vừa nhất nhiệt độ hạn mức cao nhất: {1}[temperature]{0:N2}[/temperature]\n
最适温度下限：{1}[temperature]{0:N2}[/temperature]\n	Vừa nhất nhiệt độ hạn cuối: {1}[temperature]{0:N2}[/temperature]\n
最适温度上限：{1}[relativetemperature]{0:N2}[/relativetemperature]\n	Vừa nhất nhiệt độ hạn mức cao nhất: {1}[relativetemperature]{0:N2}[/relativetemperature]\n
最适温度下限：{1}[relativetemperature]{0:N2}[/relativetemperature]\n	Vừa nhất nhiệt độ hạn cuối: {1}[relativetemperature]{0:N2}[/relativetemperature]\n
神秘	Thần bí
契约：{0}\n	Khế ước: {0}\n
移动速度：{0:F2}\n	Tốc độ di chuyển: {0:F2}\n
移动速度：未改变\n	Tốc độ di chuyển: Chưa cải biến \n
<font color=#D06508>[食用]</font>\n	<font color=#D06508>[ Dùng ăn ]</font>\n
<font color=#FF0000>(生食)</font>\n	<font color=#FF0000>( Sinh ăn )</font>\n
精元：{0}\n	Tinh nguyên: {0}\n
食物：{0}\n	Đồ ăn: {0}\n
水份：{0}\n	Nước: {0}\n
娱乐：{0}\n	Giải trí: {0}\n
<font color=#D06508>[药物]</font>\n	<font color=#D06508>[ Dược vật ]</font>\n
治疗效率：{0:N2}\n	Trị liệu hiệu suất: {0:N2}\n
持续时间：{0:N2}天\n	Tiếp tục thời gian: {0:N2} Trời \n
作用部位：	Tác dụng bộ vị:
<font color=#D06508>[秘籍·{0}]</font>\n	<font color=#D06508>[ Bí tịch ·{0}]</font>\n
玄门秘籍	Huyền Môn bí tịch
旁门心得	Bàng môn tâm đắc
[color=#00FF00][装备后可参悟][/color]\n	[color=#00FF00][ Trang bị sau nhưng lĩnh hội ][/color]\n
需求境界：{0}({1})\n	Nhu cầu cảnh giới: {0}({1})\n
<font color=#FF0000>(境界不够，无法修炼)</font>\n	<font color=#FF0000>( Cảnh giới không đủ, không cách nào tu luyện )</font>\n
<font color=#FFFF33>此秘籍已收录至藏经阁</font>\n	<font color=#FFFF33> Bí tịch này đã thu nhận sử dụng đến Tàng Kinh Các </font>\n
<font color=#D06508>[丹药]</font>\n	<font color=#D06508>[ Đan dược ]</font>\n
灵气：{0}\n	Linh khí: {0}\n
筑基值：{0}\n	Trúc cơ giá trị: {0}\n
参悟经验：{0}\n	Lĩnh hội kinh nghiệm: {0}\n
耐药性：{0:P2}\n	Tính kháng dược: {0:P2}\n
分神数：{0}\n	Phân thần số: {0}\n
<font color=#D06508>[内丹]</font>\n	<font color=#D06508>[ Nội đan ]</font>\n
<font color=#D06508>[法宝]</font>\n	<font color=#D06508>[ Pháp bảo ]</font>\n
<font color=#D06508>[法宝·信仰圣物]</font>\n	<font color=#D06508>[ Pháp bảo · Tín ngưỡng thánh vật ]</font>\n
归属：[color=#D06508]{0}[/color]\n	Thuộc về: [color=#D06508]{0}[/color]\n
天劫洗练：{0}次\n	Thiên kiếp tẩy luyện: {0} Lần \n
五行：相生\n	Ngũ Hành: Tương sinh \n
五行：相同\n	Ngũ Hành: Giống nhau \n
五行：相克\n	Ngũ Hành: Tương khắc \n
<font color=#D06508>[秘宝]</font>\n	<font color=#D06508>[ Bí bảo ]</font>\n
<font color=#D06508>[激活进度]</font>\n	<font color=#D06508>[ Kích hoạt tiến độ ]</font>\n
<font color=#D06508>[灵器]</font>[color=#66FFFF]({0})[/color]\n	<font color=#D06508>[ Linh khí ]</font>[color=#66FFFF]({0})[/color]\n
激活条件:{0}之灵器({1}/{2})\n	Kích hoạt điều kiện:{0} Chi Linh khí ({1}/{2})\n
神道修行无法使用灵器\n	Thần đạo tu hành không cách nào sử dụng Linh khí \n
炼体修行无法使用灵器\n	Luyện thể tu hành không cách nào sử dụng Linh khí \n
<font color=#80D5FF>[精品]</font>	<font color=#80D5FF>[ Tinh phẩm ]</font>
孵化进度：{0:N0}%\n	Nở tiến độ: {0:N0}%\n
制作者：	Người chế tác:
\n可持有时间：{0}	\n Có thể cầm có thời gian: {0}
\n距离下次拍卖会还剩{0}天	\n Khoảng cách lần sau đấu giá hội còn lại {0} Trời
\n这里面似乎困着一只{0}	\n Trong này tựa hồ nhốt một con {0}
选择保存文件夹	Lựa chọn bảo tồn cặp văn kiện
壁纸已经保存到：\n{0}	Giấy dán tường đã bảo tồn đến: \n{0}
添加前置模组	Tăng thêm trước đưa mô tổ
添加新标签	Tăng thêm mới nhãn hiệu
版本号请使用浮点数	Phiên bản hào mời sử dụng phù điểm số
设置的所需游戏版本比当前游戏版本更高，请确认	Thiết trí cần thiết trò chơi phiên bản so trước mắt trò chơi phiên bản cao hơn, xin xác nhận
不存在预览图！	Không tồn tại dự lãm đồ!
请设定标签！	Mời thiết lập nhãn hiệu!
外观美化	Vẻ ngoài mỹ hóa
功能增强	Công năng tăng cường
易用性	Dễ dùng tính
大型综合	Cỡ lớn tổng hợp
轮回者	Luân hồi giả
物品	Vật phẩm
语言	Ngôn ngữ
非万界天宫	Không phải vạn giới Thiên Cung
建筑蓝图	Kiến trúc bản thiết kế
内容	Nội dung
冒险模式	Mạo hiểm hình thức
非中文	Không phải tiếng Trung
正在更新，请耐心等待...	Ngay tại đổi mới, mời kiên nhẫn chờ đợi...
更新完成	Đổi mới hoàn thành
更新失败	Đổi mới thất bại
加载{0}模组UI报错:{1}	Tăng thêm {0} Mô tổ UI Báo sai:{1}
以下模组需要 {0} 作为前置模组:{1}	Trở xuống mô tổ cần {0} Làm trước đưa mô tổ:{1}
{0} 所需的前置模组排序过低:{1}	{0} Cần thiết trước đưa mô tổ sắp xếp quá thấp:{1}
该模组并未公开，无法进行评价	Nên mô tổ cũng không công khai, không cách nào tiến hành đánh giá
由于WeGame平台模组上传功能正在维护中，暂不可上传模组。	Bởi vì WeGame Bình đài mô tổ thượng truyền công năng ngay tại giữ gìn bên trong, tạm không thể thượng truyền mô tổ.
检测服务器MOD...	Kiểm trắc Server MOD...
更新MOD信息...	Đổi mới MOD Tin tức...
上传中，请耐心等待...	Thượng truyền bên trong, mời kiên nhẫn chờ đợi...
正在准备上传...	Ngay tại chuẩn bị thượng truyền...
正在上传中，请耐心等待...\n	Ngay tại thượng truyền bên trong, mời kiên nhẫn chờ đợi...\n
\n当前进度:	\n Khi tiến lên độ:
上传成功！大约需要10分钟的时间才会在模组订阅面板中出现	Thượng truyền thành công! Ước chừng cần 10 Phút mới có thể tại mô tổ đặt mua bảng bên trong xuất hiện
上传成功！大约需要10分钟的时间才会在模组订阅面板中出现\n请勿修改并妥善保管当前上传模组文件下的Info文件，用于更新该模组	Thượng truyền thành công! Ước chừng cần 10 Phút mới có thể tại mô tổ đặt mua bảng bên trong xuất hiện \n Xin chớ sửa chữa cũng thích đáng đảm bảo trước mắt thượng truyền mô tổ văn kiện hạ Info Văn kiện, dùng cho đổi mới nên mô tổ
上传失败！{0}\n是否选择无预览图上传	Thượng truyền thất bại!{0}\n Phải chăng lựa chọn không dự lãm đồ thượng truyền
上传失败！{0}	Thượng truyền thất bại!{0}
模组文件已经上传成功！	Mô tổ văn kiện đã thượng truyền thành công!
模组文件已经上传成功！\n请勿修改并妥善保管当前上传模组文件下的Info文件，用于更新该模组！	Mô tổ văn kiện đã thượng truyền thành công!\n Xin chớ sửa chữa cũng thích đáng đảm bảo trước mắt thượng truyền mô tổ văn kiện hạ Info Văn kiện, dùng cho đổi mới nên mô tổ!
更新	Đổi mới
\n总大小:	\n Tổng lớn nhỏ:
\n当前进度:	\n Khi tiến lên độ:
我们的位置	Vị trí của chúng ta
我们不知道这个地方在哪，或许应该多转转？	Chúng ta không biết nơi này ở đâu, có lẽ hẳn là nhiều đi dạo?
中立	Trung lập
己方	Phe mình
未获得通行权	Chưa thu hoạch được thông hành quyền
{0}\n当前有{1}个门派的任务未完成	{0}\n Trước mắt có {1} Môn phái nhiệm vụ chưa hoàn thành
什么也不给	Cái gì cũng không cho
分配100灵石	Phân phối 100 Linh thạch
分配1000灵石	Phân phối 1000 Linh thạch
{0}即将上任代理人，是否给一些盘缠以备不测？（灵石一旦给出无法返还）	{0} Sắp lên mặc cho người đại diện, phải chăng cho một chút vòng vèo chuẩn bị bất trắc?( Linh thạch một khi cho ra không cách nào trả về )
资源分配选择	Tài nguyên phân phối lựa chọn
取消入驻	Hủy bỏ vào ở
门派人数已达上限，不可送回代理人！	Môn phái nhân số đã đạt hạn mức cao nhất, không thể đưa về người đại diện!
危险未知	Nguy hiểm không biết
赠送	Đưa tặng
赠送以完成任务	Đưa tặng lấy hoàn thành nhiệm vụ
驻扎中	Đóng quân bên trong
返回中	Trở về tông môn
无数次	Vô số lần
次	Lần
{0}\n[color=#990000](这是一个需要进入地图完成的秘闻)[/color]	{0}\n[color=#990000]( Đây là một cái cần tiến vào địa đồ hoàn thành bí văn )[/color]
建立门派后，派遣内门弟子前往历练	Thành lập môn phái sau, điều động nội môn đệ tử tiến về lịch luyện
建立门派后，派遣内门弟子前往驻扎，弟子会持续历练直到28天后或者发生受伤。\n（驻扎中每隔2到4天触发一次事件且随时可以召回）	Thành lập môn phái sau, điều động nội môn đệ tử tiến về đóng quân, đệ tử sẽ kéo dài lịch luyện thẳng đến 28 Thiên hậu hoặc là phát sinh thụ thương.\n( Đóng quân bên trong cách mỗi 2 Đến 4 Trời phát động một lần sự kiện mà theo lúc có thể triệu hồi )
主殿正在建造...	Chủ điện ngay tại kiến tạo...
{0}天劫临近(低于30秒)，拒绝前往。	{0} Thiên kiếp tới gần ( Thấp hơn 30 Giây ), cự tuyệt tiến về.
{0}正在忙，暂时无法前往。	{0} Ngay tại bận bịu, tạm thời không cách nào tiến về.
门派存亡之际不宜外出。	Môn phái tồn vong lúc không nên ra ngoài.
{0}的的瓶颈即将松动，暂时不宜外出历练。	{0} Bình cảnh sắp buông lỏng, tạm thời không nên đi ra ngoài lịch luyện.
{0}正在静修中，不能外出历练。	{0} Ngay tại tĩnh tu bên trong, không thể đi ra ngoài lịch luyện.
循环历练	Tuần hoàn lịch luyện
循环{0}次\n(召回可以中断循环)	Tuần hoàn {0} Lần \n( Triệu hồi có thể gián đoạn tuần hoàn )
无数	Vô số
前往{0}	Tiến về {0}
耗时：{0:N2}天\n	Tốn thời gian: {0:N2} Trời \n
[color=#B65704]耗时较长[/color]\n	[color=#B65704] Tốn thời gian dài [/color]\n
拜山	Bái sơn
见面礼	Lễ gặp mặt
原木	Gỗ thô
石材	Vật liệu đá
采取处世手段解决问题，某些时候可以收获吸引力或影响值。	Khai thác xử thế thủ đoạn giải quyết vấn đề, một ít thời điểm có thể thu hoạch lực hấp dẫn hoặc ảnh hưởng giá trị.
威慑他人。	Uy hiếp người khác.
吸引他人。	Hấp dẫn người khác.
辩论，或是做坏事。	Biện luận, hoặc là làm chuyện xấu.
将食物给他人。	Đem đồ ăn cấp.
将灵石送人。大部分凡人都不认识灵石。	Đem linh thạch tặng người. Đại bộ phận phàm nhân cũng không nhận ra linh thạch.
将木材送人，或是拿起木棍。	Đem vật liệu gỗ tặng người, hoặc là cầm lấy gậy gỗ.
将石头送人，或是拿起砖头。	Đem tảng đá tặng người, hoặc là cầm lấy cục gạch.
派遣众弟子或是拥有特殊标签的弟子解决问题。	Điều động chúng đệ tử hoặc là có được đặc thù nhãn hiệu đệ tử giải quyết vấn đề.
快速增加	Nhanh chóng gia tăng
增减平衡	Tăng giảm cân bằng
快速减少	Nhanh chóng giảm bớt
{0}\n从{1}前往{2}	{0}\n Từ {1} Tiến về {2}
从{0}前往{1}	Từ {0} Tiến về {1}
离开{0}	Rời đi {0}
前往{0}-弟子	Tiến về {0}- Đệ tử
前往{0}-主持	Tiến về {0}- Chủ trì
寻求物资	Tìm kiếm vật tư
剩余时间：	Thời hạn:
该任务将要求进入地图击杀一位{0}的敌人。	Nên nhiệm vụ muốn cầu tiến vào địa đồ đánh giết một vị [color=#D06508]{0}[/color] Địch nhân.
该任务要求赠送如下道具：	Nên nhiệm vụ yêu cầu đưa tặng như sau đạo cụ:
完成奖励：	Hoàn thành tăng: 
{0}点人情	{0} điểm nhân tình
{0}点门派好感	{0} điểm môn phái hảo cảm
失败惩罚：	Thất bại giảm: 
你接受了该任务	Ngươi tiếp nhận nên nhiệm vụ
接受任务	Tiếp nhận nhiệm vụ
还是算了	Vẫn là quên đi
请先选择城市	Mời trước lựa chọn thành thị
{0} {1:N0}岁 {2}	{0} {1:N0} Tuổi {2}
可招揽:{0}/{1}	Nhưng mời chào:{0}/{1}
分配回门派	Phân phối về môn phái
可分配{0}人	Nhưng phân phối {0} Người
分配到{0}地区\n\n	Phân phối đến {0} Địa khu \n\n
<font color=#D06508>[地区属性]</font>\n	<font color=#D06508>[ Địa khu thuộc tính ]</font>\n
剩余招揽人数:{0}人	Còn thừa mời chào nhân số:{0} Người
[color=#FFA900]\n[阵眼运转][/color]	[color=#FFA900]\n[ Trận nhãn vận chuyển ][/color]
[color=#FFA900]\n[阵眼玄机][/color]	[color=#FFA900]\n[ Trận nhãn huyền cơ ][/color]
性别:{0}	Giới tính:{0}
境界:{0} 或 {1}	Cảnh giới:{0} Hoặc {1}
最大灵气:{0}	Lớn nhất linh khí:{0}
最小道行:{0}	Nhỏ nhất đạo hạnh:{0}
装备道具:{0}	Trang bị đạo cụ:{0}
学习秘籍:{0}	Học tập bí tịch:{0}
{0}{1}级	{0}{1} Cấp
学习功法:{0}	Học tập công pháp:{0}
功法属性:{0}	Công pháp thuộc tính:{0}
\t无	\t Không
\n[color=#FFA900][阵法真意][/color]	\n[color=#FFA900][ Trận pháp chân ý ][/color]
[color=#FFFF00]节点激活条件[/color]	[color=#FFFF00] Tiết điểm kích hoạt điều kiện [/color]
基础{0}: {1:F2}{2}	Cơ sở {0}: {1:F2}{2}
未知之物	Không biết chi vật
对话文件(*.xml;)\0*.xml;	Đối thoại văn kiện (*.xml;)\0*.xml;
选择对话文件	Lựa chọn đối thoại văn kiện
所选对话文件数据异常无法读取	Lựa chọn đối thoại văn kiện số liệu dị thường không cách nào đọc đến
已经有相同的名称的对话项目，是否覆盖？	Đã có giống nhau danh xưng đối thoại hạng mục, phải chăng bao trùm?
注：请尽量使用游戏编辑工具来进行修改对话，以免出现不可预计的错误	Chú: Xin tận lực sử dụng trò chơi biên tập công cụ đến tiến hành sửa chữa đối thoại, để tránh xuất hiện không thể dự tính sai lầm
保存	Bảo tồn
重载完成	Nặng chở hoàn thành
新建对话节点	Mới xây đối thoại tiết điểm
新对话	Mới đối thoại
新建选项节点	Mới xây tuyển hạng tiết điểm
新选项	Mới tuyển hạng
新建功能节点	Mới xây công năng tiết điểm
新功能	Chức năng mới
入口	Cửa vào
你好！	Ngươi tốt!
循环十次	Tuần hoàn mười lần
循环五十次	Tuần hoàn năm mươi lần
无限循环	Vô hạn tuần hoàn
取消循环	Hủy bỏ tuần hoàn
正在进行中，不能修改原材料。	Đang tiến hành bên trong, không thể sửa chữa nguyên vật liệu.
选择秘体	Lựa chọn bí thể
{0}\n[color=#990000]已装备于{1}栏位中[/color]	{0}\n[color=#990000] Đã trang bị tại {1} Cột vị bên trong [/color]
认主这个秘宝吗？它将绑定{0}。	Nhận chủ cái này bí bảo sao? Nó đem khóa lại {0}.
该角色同时激活的符咒最多只能有{0}个！	Nên nhân vật đồng thời kích hoạt phù chú nhiều nhất chỉ có thể có {0} Cái!
突破时无法使用道具	Đột phá lúc không cách nào sử dụng đạo cụ
当前状态无法使用道具	Trước mắt trạng thái không cách nào sử dụng đạo cụ
使用这个物品吗？	Sử dụng cái này vật phẩm sao?
使用	Sử dụng
丢下这个物品吗？	Vứt xuống cái này vật phẩm sao?
痛感({0:P0})\n受伤会导致疼痛，当疼痛超过一定值会影响意识。	Cảm giác đau ({0:P0})\n Thụ thương sẽ dẫn đến đau đớn, đương đau đớn vượt qua nhất định giá trị sẽ ảnh hưởng ý thức.
意识({0:P0})\n大脑受伤会影响该值，意识影响工作效率，当意识过低会导致昏迷。	Ý thức ({0:P0})\n Đại não thụ thương sẽ ảnh hưởng nên giá trị, ý thức ảnh hưởng công việc hiệu suất, đương ý thức quá thấp sẽ dẫn đến hôn mê.
经脉({0:P0})\n经脉受伤会影响该值，经脉影灵气最大值及修炼效率，经脉过低会导致无法修炼。	Kinh mạch ({0:P0})\n Kinh mạch thụ thương sẽ ảnh hưởng nên giá trị, kinh mạch ảnh linh khí cực đại nhất cùng tu luyện hiệu suất, kinh mạch quá thấp sẽ dẫn đến không cách nào tu luyện.
移动({0:P0})\n下肢受伤会影响该值，移动影响走路速度和一些体力工作的效率。	Di động ({0:P0})\n Chi dưới thụ thương sẽ ảnh hưởng nên giá trị, di động ảnh hưởng đi đường tốc độ cùng một chút thể lực công việc hiệu suất.
身手({0:P0})\n上肢受伤会影响该值，身手影响大部分工作的效率。	Thân thủ ({0:P0})\n Chi trên thụ thương sẽ ảnh hưởng nên giá trị, thân thủ ảnh hưởng đại bộ phận công việc hiệu suất.
感知({0:P0})\n眼睛与耳朵受伤会影响该值，感知影响视野范围和精细工作的效率。	Cảm giác ({0:P0})\n Con mắt bên tai đóa thụ thương sẽ ảnh hưởng nên giá trị, cảm giác ảnh hưởng tầm mắt cùng tinh tế công việc hiệu suất.
死因：{0}	Nguyên nhân cái chết: {0}
{0}\n类型：{1}\n致命部位：{2}\n\n影响：{3}	{0}\n Loại hình: {1}\n Trí mạng bộ vị: {2}\n\n Ảnh hưởng: {3}
否	Không
已失去	Đã mất đi
来自:{0}	Đến từ:{0}
[color=#909090]不变[/color]	[color=#909090] Không thay đổi [/color]
[color=#FF0000]{0}后完全恶化[/color]	[color=#FF0000]{0} Sau hoàn toàn chuyển biến xấu [/color]
[color=#006B12]{0}后痊愈[/color]	[color=#006B12]{0} Sau khỏi hẳn [/color]
\n已治疗(剩余:{0:N0}s)	\n Đã trị liệu ( Còn thừa:{0:N0}s)
\n[color=#D06508]治疗效果不好或自身恢复力太差，请提高治疗效果或自身恢复力。[/color]	\n[color=#D06508] Hiệu quả trị liệu không tốt hoặc tự thân sức khôi phục quá kém, mời đề cao hiệu quả trị liệu hoặc tự thân sức khôi phục.[/color]
\n丹药生效中	\n Đan dược có hiệu lực bên trong
\n[color=#D06508]药效不足或自身恢复力太差，请使用更好的药物或提高自身恢复力。[/color]	\n[color=#D06508] Dược hiệu không đủ hoặc tự thân sức khôi phục quá kém, mời sử dụng tốt hơn dược vật hoặc đề cao tự thân sức khôi phục.[/color]
影响:{0:N2}%\n程度:{1:N2}%({4:N4})\n疼痛:{2}\n趋势:{3}\n{5}	Ảnh hưởng:{0:N2}%\n Trình độ:{1:N2}%({4:N4})\n Đau đớn:{2}\n Xu thế:{3}\n{5}
\n[color=#9e6404]内门伤害只能靠服用对应的丹药才能治疗[/color]	\n[color=#9e6404] Nội môn tổn thương chỉ có thể dựa vào phục dụng đối ứng đan dược mới có thể trị liệu [/color]
{0:N2}%({1:N2}%)\n疼痛:{2}	{0:N2}%({1:N2}%)\n Đau đớn:{2}
[color=#ff0000][显现][/color]	[color=#ff0000][ Hiển hiện ][/color]
{0}{2}\n显现：{1}	{0}{2}\n Hiển hiện: {1}
不再显现	Không còn hiển hiện
({0:P2})[未显现]	\n({0:P2})[ Chưa hiển hiện ]
[temperature]{0:N0}[/temperature]至[temperature]{1:N0}[/temperature]	[temperature]{0:N0}[/temperature] Đến [temperature]{1:N0}[/temperature]
{0:N1}米	{0:N1} Mét
{0}是{1}	{0} là {1}
心绪：{0:N0}\n所有情绪的绝对值相加，情绪的数量和程度都会提高心绪的复杂程度。心绪也受情绪放大系数影响。\n共五个层次：\n[color=#FFFFFF]■[/color]心咆意哮\n[color=#00c400]■[/color]心猿意马\n[color=#0099cc]■[/color]心念芜杂\n[color=#F700FF]■[/color]心宁气静\n[color=#FF8B00]■[/color]心如止水	Nỗi lòng: {0:N0}\n Tất cả cảm xúc giá trị tuyệt đối tăng theo cấp số cộng, cảm xúc số lượng cùng trình độ đều sẽ đề cao nỗi lòng trình độ phức tạp. Nỗi lòng cũng thụ cảm xúc phóng đại hệ số ảnh hưởng.\n Chung năm cấp độ: \n[color=#FFFFFF]■[/color] Tâm bào ý gào \n[color=#00c400]■[/color] Tâm viên ý mã \n[color=#0099cc]■[/color] Tâm niệm rườm rà \n[color=#F700FF]■[/color] Tâm ninh khí tĩnh \n[color=#FF8B00]■[/color] Tâm như Chỉ Thủy
\n剩余: {0}	\n Còn thừa: {0}
尚未开辟神国	Chưa mở thần quốc
角色死亡，无法展开神国	Nhân vật tử vong, không cách nào triển mở Thần quốc
此处无法展开神国	Nơi đây không cách nào triển mở Thần quốc
\n兽形态下无法突破瓶颈	\n Hình thú thái hạ không cách nào đột phá bình cảnh
内丹战斗强度:	Nội đan chiến đấu cường độ:
内丹灵气容量:	Nội đan linh khí dung lượng:
内丹回灵速度:	Nội đan hồi linh tốc độ:
内丹攻击间隔:	Nội đan công kích khoảng cách:
内丹飞行速度:	Nội đan tốc độ phi hành:
内丹转弯速度:	Nội đan chuyển biến tốc độ:
术法伤害加成:	Thuật pháp tổn thương tăng thêm:
术法冷却缩短:	Thuật pháp làm lạnh rút ngắn:
术法消耗加成:	Thuật pháp tiêu hao tăng thêm:
护盾强度:	Hộ thuẫn cường độ:
法宝战斗强度:	Pháp bảo chiến đấu cường độ:
法宝灵气容量:	Pháp bảo linh khí dung lượng:
法宝回灵速度:	Pháp bảo hồi linh tốc độ:
法宝攻击间隔:	Pháp bảo công kích khoảng cách:
法宝飞行速度:	Pháp bảo tốc độ phi hành:
法宝转弯速度:	Pháp bảo chuyển biến tốc độ:
{0:F1}/秒	{0:F1}/ Giây
{0:F1}秒	{0:F1} Giây
{0:F0}米/秒	{0:F0} Mét / Giây
{0:F0}度/秒	{0:F0} Độ / Giây
{0:N2}点/灵气	{0:N2} Điểm / Linh khí
{0}: {1:F2}/秒\n	{0}: {1:F2}/ Giây \n
(总值)	( Tổng giá trị )
(平均值)	( Giá trị trung bình )
全局闪避：{0:P2}	Toàn cục né tránh: {0:P2}
躲闪率：炼体者直接躲避攻击的几率。	Trốn tránh suất: Luyện Thể giả trực tiếp tránh né công kích tỉ lệ.
身体强度：{0:F2}	Cường độ thân thể: {0:F2}
身体强度：炼体者身躯的综合强度，决定炼体者承受伤害的能力。	Cường độ thân thể: Luyện Thể giả thân thể tổng hợp cường độ, quyết định Luyện Thể giả tiếp nhận tổn thương năng lực.
等待师父{1}完成{0}。	Chờ đợi sư phụ {1} Hoàn thành {0}.
正在感悟天地	Ngay tại cảm ngộ thiên địa
[align=center]道行天劫[/align]\n已渡次数:{0}\n可渡次数:{1}\n\n[color=#D06508]道行每达百数，便可与冥冥之中感悟天道对道行之限制。若修成元神，便可运转元神引动天机，以渡道行之天劫。[/color]	[align=center] Đạo hạnh thiên kiếp [/align]\n Đã độ số lần:{0}\n Có thể sang số lần:{1}\n\n[color=#D06508] Đạo hạnh mỗi đạt trăm số, liền có thể cùng từ nơi sâu xa cảm ngộ thiên đạo đối đạo hạnh thời hạn chế. Như tu thành Nguyên Thần, liền có thể vận chuyển Nguyên Thần dẫn động thiên cơ, lấy độ đạo hạnh chi thiên kiếp.[/color]
